Facility ID,Hospital Name,Indicator Name,Year,Infections Observed,Infections Predicted,Denominator,Indicator Value,Indicator Lower Confidence Limit,Indicator Upper Confidence Limit,Indicator Units,Comparison Results,Location 1
885,Brookhaven Memorial Hospital Medical Center Inc,SSI Overall Standardized Infection Ratio,2014,9,6.98,,1.29,0.59,2.45,,Not significantly different than NYS 2014 average,"(40.776593, -72.977834)"
885,Brookhaven Memorial Hospital Medical Center Inc,SSI Hip,2014,1,0.65,64,1.47,0.04,8.18,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(40.776593, -72.977834)"
885,Brookhaven Memorial Hospital Medical Center Inc,SSI Colon,2014,8,6.33,92,8.44,3.64,16.63,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(40.776593, -72.977834)"
885,Brookhaven Memorial Hospital Medical Center Inc,CRE Hospital Onset Infection Rate- Bloodstream Infections,2014,3,,"87,592",0.34,,,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(40.776593, -72.977834)"
885,Brookhaven Memorial Hospital Medical Center Inc,CRE Hospital Onset Infection Rate- all body sites,2014,19,,"87,592",2.17,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(40.776593, -72.977834)"
885,Brookhaven Memorial Hospital Medical Center Inc,CRE Admission Prevalence Rate- Bloodstream Infections,2014,2,,"14,042",0.14,,,"# admission prevalent CRE BSIs per 1,000 admissions",Not compared,"(40.776593, -72.977834)"
885,Brookhaven Memorial Hospital Medical Center Inc,CRE Admission Prevalence Rate- all body sites,2014,22,,"14,042",1.57,,,"# admission prevalent CRE infections per 1,000 admissions",Not compared,"(40.776593, -72.977834)"
885,Brookhaven Memorial Hospital Medical Center Inc,CLABSI Surgical ICU,2014,2,1.88,"1,967",1.02,0.12,3.67,# CLABSI per 1000 line days,Not significantly different than NYS 2014 average,"(40.776593, -72.977834)"
885,Brookhaven Memorial Hospital Medical Center Inc,CLABSI Overall Standardized Infection Ratio,2014,4,4.66,,0.86,0.23,2.2,,Not significantly different than NYS 2014 average,"(40.776593, -72.977834)"
885,Brookhaven Memorial Hospital Medical Center Inc,CLABSI Medical ICU,2014,1,1.66,"1,579",0.63,0.02,3.53,# CLABSI per 1000 line days,Not significantly different than NYS 2014 average,"(40.776593, -72.977834)"
885,Brookhaven Memorial Hospital Medical Center Inc,CLABSI Coronary ICU,2014,1,1.12,"1,390",0.72,0.02,4.01,# CLABSI per 1000 line days,Not significantly different than NYS 2014 average,"(40.776593, -72.977834)"
885,Brookhaven Memorial Hospital Medical Center Inc,CDI Possibly-My-Hospital Associated,2014,26,,"87,592",2.97,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(40.776593, -72.977834)"
885,Brookhaven Memorial Hospital Medical Center Inc,CDI Hospital Onset,2014,122,83.99,"62,163",15.42,12.06,19.4,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Significantly higher than NYS 2014 average,"(40.776593, -72.977834)"
885,Brookhaven Memorial Hospital Medical Center Inc,CDI Community Onset Not-My-Hospital,2014,77,,"14,042",0.55,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(40.776593, -72.977834)"
889,University Hospital - Stony Brook Southampton Hospital,SSI Overall Standardized Infection Ratio,2014,2,3.81,,0.52,0.06,1.89,,Not significantly different than NYS 2014 average,"(40.885891, -72.380206)"
889,University Hospital - Stony Brook Southampton Hospital,SSI Hysterectomy,2014,0,0.65,65,0,0,6.15,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(40.885891, -72.380206)"
889,University Hospital - Stony Brook Southampton Hospital,SSI Hip,2014,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(40.885891, -72.380206)"
889,University Hospital - Stony Brook Southampton Hospital,SSI Colon,2014,2,2.97,44,4.49,0.54,16.21,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(40.885891, -72.380206)"
889,University Hospital - Stony Brook Southampton Hospital,CRE Hospital Onset Infection Rate- Bloodstream Infections,2014,0,,"20,800",0,,,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(40.885891, -72.380206)"
889,University Hospital - Stony Brook Southampton Hospital,CRE Hospital Onset Infection Rate- all body sites,2014,0,,"20,800",0,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(40.885891, -72.380206)"
889,University Hospital - Stony Brook Southampton Hospital,CRE Admission Prevalence Rate- Bloodstream Infections,2014,0,,"6,049",0,,,"# admission prevalent CRE BSIs per 1,000 admissions",Not compared,"(40.885891, -72.380206)"
889,University Hospital - Stony Brook Southampton Hospital,CRE Admission Prevalence Rate- all body sites,2014,2,,"6,049",0.33,,,"# admission prevalent CRE infections per 1,000 admissions",Not compared,"(40.885891, -72.380206)"
889,University Hospital - Stony Brook Southampton Hospital,CLABSI Overall Standardized Infection Ratio,2014,0,0.72,,0,0,4.15,,Not significantly different than NYS 2014 average,"(40.885891, -72.380206)"
889,University Hospital - Stony Brook Southampton Hospital,CLABSI Medical ICU,2014,0,0.72,685,0,0,4.37,# CLABSI per 1000 line days,Not significantly different than NYS 2014 average,"(40.885891, -72.380206)"
889,University Hospital - Stony Brook Southampton Hospital,CDI Possibly-My-Hospital Associated,2014,9,,"19,135",4.7,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(40.885891, -72.380206)"
889,University Hospital - Stony Brook Southampton Hospital,CDI Hospital Onset,2014,18,14.82,"9,781",12.9,6.41,22.99,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2014 average,"(40.885891, -72.380206)"
889,University Hospital - Stony Brook Southampton Hospital,CDI Community Onset Not-My-Hospital,2014,44,,"5,349",0.82,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(40.885891, -72.380206)"
891,Eastern Long Island Hospital,SSI Overall Standardized Infection Ratio,2014,0,0.74,,0,0,4.06,,Not significantly different than NYS 2014 average,"(41.110957, -72.361272)"
891,Eastern Long Island Hospital,SSI Hip,2014,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(41.110957, -72.361272)"
891,Eastern Long Island Hospital,SSI Colon,2014,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(41.110957, -72.361272)"
891,Eastern Long Island Hospital,CRE Hospital Onset Infection Rate- Bloodstream Infections,2014,0,,"18,380",0,,,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(41.110957, -72.361272)"
891,Eastern Long Island Hospital,CRE Hospital Onset Infection Rate- all body sites,2014,0,,"18,380",0,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(41.110957, -72.361272)"
891,Eastern Long Island Hospital,CRE Admission Prevalence Rate- Bloodstream Infections,2014,0,,"2,694",0,,,"# admission prevalent CRE BSIs per 1,000 admissions",Not compared,"(41.110957, -72.361272)"
891,Eastern Long Island Hospital,CRE Admission Prevalence Rate- all body sites,2014,0,,"2,694",0,,,"# admission prevalent CRE infections per 1,000 admissions",Not compared,"(41.110957, -72.361272)"
891,Eastern Long Island Hospital,CLABSI Overall Standardized Infection Ratio,2014,0,0.1,,0,0,30.29,,Not significantly different than NYS 2014 average,"(41.110957, -72.361272)"
891,Eastern Long Island Hospital,CLABSI Medical Surgical ICU,2014,0,0.1,115,0,0,26.05,# CLABSI per 1000 line days,Not significantly different than NYS 2014 average,"(41.110957, -72.361272)"
891,Eastern Long Island Hospital,CDI Possibly-My-Hospital Associated,2014,0,,"18,380",0,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(41.110957, -72.361272)"
891,Eastern Long Island Hospital,CDI Hospital Onset,2014,1,7.01,"13,504",1.51,0.01,11.25,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2014 average,"(41.110957, -72.361272)"
891,Eastern Long Island Hospital,CDI Community Onset Not-My-Hospital,2014,4,,"2,694",0.15,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(41.110957, -72.361272)"
895,John T Mather Memorial Hospital of Port Jefferson New York Inc,SSI Overall Standardized Infection Ratio,2014,16,8.5,,1.88,1.08,3.06,,Significantly higher than NYS 2014 average,"(40.938153, -73.053883)"
895,John T Mather Memorial Hospital of Port Jefferson New York Inc,SSI Hysterectomy,2014,2,0.58,68,4.61,0.56,16.65,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(40.938153, -73.053883)"
895,John T Mather Memorial Hospital of Port Jefferson New York Inc,SSI Hip,2014,1,0.72,99,1.32,0.03,7.37,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(40.938153, -73.053883)"
895,John T Mather Memorial Hospital of Port Jefferson New York Inc,SSI Colon,2014,13,7.2,124,12.05,6.42,20.61,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(40.938153, -73.053883)"
895,John T Mather Memorial Hospital of Port Jefferson New York Inc,CRE Hospital Onset Infection Rate- Bloodstream Infections,2014,1,,"63,467",0.16,,,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(40.938153, -73.053883)"
895,John T Mather Memorial Hospital of Port Jefferson New York Inc,CRE Hospital Onset Infection Rate- all body sites,2014,2,,"63,467",0.32,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(40.938153, -73.053883)"
895,John T Mather Memorial Hospital of Port Jefferson New York Inc,CRE Admission Prevalence Rate- Bloodstream Infections,2014,1,,"11,018",0.09,,,"# admission prevalent CRE BSIs per 1,000 admissions",Not compared,"(40.938153, -73.053883)"
895,John T Mather Memorial Hospital of Port Jefferson New York Inc,CRE Admission Prevalence Rate- all body sites,2014,7,,"11,018",0.64,,,"# admission prevalent CRE infections per 1,000 admissions",Not compared,"(40.938153, -73.053883)"
895,John T Mather Memorial Hospital of Port Jefferson New York Inc,CLABSI Overall Standardized Infection Ratio,2014,0,1.87,,0,0,1.6,,Not significantly different than NYS 2014 average,"(40.938153, -73.053883)"
895,John T Mather Memorial Hospital of Port Jefferson New York Inc,CLABSI Medical Surgical ICU,2014,0,1.16,"1,354",0,0,2.21,# CLABSI per 1000 line days,Not significantly different than NYS 2014 average,"(40.938153, -73.053883)"
895,John T Mather Memorial Hospital of Port Jefferson New York Inc,CLABSI Coronary ICU,2014,0,0.71,877,0,0,3.42,# CLABSI per 1000 line days,Not significantly different than NYS 2014 average,"(40.938153, -73.053883)"
895,John T Mather Memorial Hospital of Port Jefferson New York Inc,CDI Possibly-My-Hospital Associated,2014,11,,"63,467",1.73,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(40.938153, -73.053883)"
895,John T Mather Memorial Hospital of Port Jefferson New York Inc,CDI Hospital Onset,2014,65,35.28,"43,524",19.56,13.88,26.72,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Significantly higher than NYS 2014 average,"(40.938153, -73.053883)"
895,John T Mather Memorial Hospital of Port Jefferson New York Inc,CDI Community Onset Not-My-Hospital,2014,26,,"11,018",0.24,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(40.938153, -73.053883)"
896,St Charles Hospital,SSI Overall Standardized Infection Ratio,2014,10,5.88,,1.7,0.82,3.13,,Not significantly different than NYS 2014 average,"(40.947527, -73.06007)"
896,St Charles Hospital,SSI Hysterectomy,2014,0,0.6,51,0,0,6.71,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(40.947527, -73.06007)"
896,St Charles Hospital,SSI Hip,2014,6,1.89,216,3.04,1.11,6.61,"# SSI per 100 procedures, risk-adjusted",Significantly higher than NYS 2014 average,"(40.947527, -73.06007)"
896,St Charles Hospital,SSI Colon,2014,4,3.39,49,7.87,2.14,20.14,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(40.947527, -73.06007)"
896,St Charles Hospital,CRE Hospital Onset Infection Rate- Bloodstream Infections,2014,2,,"65,231",0.31,,,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(40.947527, -73.06007)"
896,St Charles Hospital,CRE Hospital Onset Infection Rate- all body sites,2014,4,,"65,231",0.61,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(40.947527, -73.06007)"
896,St Charles Hospital,CRE Admission Prevalence Rate- Bloodstream Infections,2014,0,,"10,239",0,,,"# admission prevalent CRE BSIs per 1,000 admissions",Not compared,"(40.947527, -73.06007)"
896,St Charles Hospital,CRE Admission Prevalence Rate- all body sites,2014,2,,"10,239",0.2,,,"# admission prevalent CRE infections per 1,000 admissions",Not compared,"(40.947527, -73.06007)"
896,St Charles Hospital,CLABSI Overall Standardized Infection Ratio,2014,3,2.08,,1.44,0.3,4.21,,Not significantly different than NYS 2014 average,"(40.947527, -73.06007)"
896,St Charles Hospital,CLABSI Medical ICU,2014,3,2.08,"1,979",1.52,0.31,4.43,# CLABSI per 1000 line days,Not significantly different than NYS 2014 average,"(40.947527, -73.06007)"
896,St Charles Hospital,CDI Possibly-My-Hospital Associated,2014,6,,"59,579",1.01,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(40.947527, -73.06007)"
896,St Charles Hospital,CDI Hospital Onset,2014,42,31.78,"43,685",14.03,9.08,20.64,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2014 average,"(40.947527, -73.06007)"
896,St Charles Hospital,CDI Community Onset Not-My-Hospital,2014,28,,"8,781",0.32,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(40.947527, -73.06007)"
913,Huntington Hospital,SSI Overall Standardized Infection Ratio,2014,15,14.95,,1,0.56,1.65,,Not significantly different than NYS 2014 average,"(40.880029, -73.417519)"
913,Huntington Hospital,SSI Hysterectomy,2014,3,1.7,207,2.37,0.49,6.93,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(40.880029, -73.417519)"
913,Huntington Hospital,SSI Hip,2014,2,2.18,249,0.87,0.11,3.16,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(40.880029, -73.417519)"
913,Huntington Hospital,SSI Colon,2014,10,11.07,166,6.02,2.89,11.08,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(40.880029, -73.417519)"
913,Huntington Hospital,CRE Hospital Onset Infection Rate- Bloodstream Infections,2014,0,,"75,927",0,,,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(40.880029, -73.417519)"
913,Huntington Hospital,CRE Hospital Onset Infection Rate- all body sites,2014,0,,"75,927",0,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(40.880029, -73.417519)"
0,New York State - All Hospitals,CLABSI Neonatal ICU Level 3,2008,33,,"16,892",1.95,,,# CLABSI per 1000 line days,,
913,Huntington Hospital,CRE Admission Prevalence Rate- Bloodstream Infections,2014,1,,"15,881",0.06,,,"# admission prevalent CRE BSIs per 1,000 admissions",Not compared,"(40.880029, -73.417519)"
913,Huntington Hospital,CRE Admission Prevalence Rate- all body sites,2014,13,,"15,881",0.82,,,"# admission prevalent CRE infections per 1,000 admissions",Not compared,"(40.880029, -73.417519)"
913,Huntington Hospital,CLABSI Overall Standardized Infection Ratio,2014,1,1.53,,0.66,0.02,3.65,,Not significantly different than NYS 2014 average,"(40.880029, -73.417519)"
913,Huntington Hospital,CLABSI Medical Surgical ICU,2014,1,0.94,"1,089",0.92,0.02,5.12,# CLABSI per 1000 line days,Not significantly different than NYS 2014 average,"(40.880029, -73.417519)"
913,Huntington Hospital,CLABSI Coronary ICU,2014,0,0.59,730,0,0,4.1,# CLABSI per 1000 line days,Not significantly different than NYS 2014 average,"(40.880029, -73.417519)"
913,Huntington Hospital,CDI Possibly-My-Hospital Associated,2014,19,,"71,761",2.65,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(40.880029, -73.417519)"
913,Huntington Hospital,CDI Hospital Onset,2014,47,53.57,"45,730",9.32,6.19,13.42,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2014 average,"(40.880029, -73.417519)"
913,Huntington Hospital,CDI Community Onset Not-My-Hospital,2014,73,,"14,438",0.51,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(40.880029, -73.417519)"
924,Southside Hospital,SSI Overall Standardized Infection Ratio,2014,41,21.14,,1.94,1.39,2.63,,Significantly higher than NYS 2014 average,"(40.725138, -73.239703)"
924,Southside Hospital,SSI Hysterectomy,2014,3,1.6,151,2.52,0.52,7.36,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(40.725138, -73.239703)"
924,Southside Hospital,SSI Hip,2014,2,3.24,258,0.59,0.07,2.13,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(40.725138, -73.239703)"
924,Southside Hospital,SSI Colon,2014,26,12.18,175,14.24,9.3,20.87,"# SSI per 100 procedures, risk-adjusted",Significantly higher than NYS 2014 average,"(40.725138, -73.239703)"
924,Southside Hospital,SSI CABG donor site,2014,2,0.84,181,1.06,0.13,3.81,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(40.725138, -73.239703)"
924,Southside Hospital,SSI CABG chest site,2014,8,3.29,197,3.97,1.71,7.82,"# SSI per 100 procedures, risk-adjusted",Significantly higher than NYS 2014 average,"(40.725138, -73.239703)"
924,Southside Hospital,CRE Hospital Onset Infection Rate- Bloodstream Infections,2014,0,,"103,133",0,,,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(40.725138, -73.239703)"
924,Southside Hospital,CRE Hospital Onset Infection Rate- all body sites,2014,2,,"103,133",0.19,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(40.725138, -73.239703)"
924,Southside Hospital,CRE Admission Prevalence Rate- Bloodstream Infections,2014,2,,"20,885",0.1,,,"# admission prevalent CRE BSIs per 1,000 admissions",Not compared,"(40.725138, -73.239703)"
924,Southside Hospital,CRE Admission Prevalence Rate- all body sites,2014,12,,"20,885",0.57,,,"# admission prevalent CRE infections per 1,000 admissions",Not compared,"(40.725138, -73.239703)"
924,Southside Hospital,CLABSI Overall Standardized Infection Ratio,2014,0,3.07,,0,0,0.98,,Significantly lower than NYS 2014 average,"(40.725138, -73.239703)"
924,Southside Hospital,CLABSI Medical Surgical ICU,2014,0,1.97,"2,291",0,0,1.31,# CLABSI per 1000 line days,Not significantly different than NYS 2014 average,"(40.725138, -73.239703)"
924,Southside Hospital,CLABSI Cardiothoracic ICU,2014,0,1.1,"1,961",0,0,1.53,# CLABSI per 1000 line days,Not significantly different than NYS 2014 average,"(40.725138, -73.239703)"
924,Southside Hospital,CDI Possibly-My-Hospital Associated,2014,15,,"95,432",1.57,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(40.725138, -73.239703)"
924,Southside Hospital,CDI Hospital Onset,2014,63,60.82,"62,491",11,7.76,15.1,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2014 average,"(40.725138, -73.239703)"
924,Southside Hospital,CDI Community Onset Not-My-Hospital,2014,54,,"18,236",0.3,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(40.725138, -73.239703)"
925,Good Samaritan Hospital Medical Center,SSI Overall Standardized Infection Ratio,2014,16,26.59,,0.6,0.34,0.98,,Significantly lower than NYS 2014 average,"(40.695786, -73.294734)"
925,Good Samaritan Hospital Medical Center,SSI Hysterectomy,2014,3,4.66,447,0.86,0.18,2.53,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(40.695786, -73.294734)"
925,Good Samaritan Hospital Medical Center,SSI Hip,2014,2,1.57,130,1.22,0.15,4.39,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(40.695786, -73.294734)"
925,Good Samaritan Hospital Medical Center,SSI Colon,2014,9,16.28,265,3.69,1.69,7,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(40.695786, -73.294734)"
925,Good Samaritan Hospital Medical Center,SSI CABG donor site,2014,0,0.93,191,0,0,1.42,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(40.695786, -73.294734)"
925,Good Samaritan Hospital Medical Center,SSI CABG chest site,2014,2,3.15,205,1.04,0.13,3.74,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(40.695786, -73.294734)"
925,Good Samaritan Hospital Medical Center,CRE Hospital Onset Infection Rate- Bloodstream Infections,2014,6,,"132,868",0.45,,,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(40.695786, -73.294734)"
925,Good Samaritan Hospital Medical Center,CRE Hospital Onset Infection Rate- all body sites,2014,29,,"132,868",2.18,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(40.695786, -73.294734)"
925,Good Samaritan Hospital Medical Center,CRE Admission Prevalence Rate- Bloodstream Infections,2014,1,,"27,010",0.04,,,"# admission prevalent CRE BSIs per 1,000 admissions",Not compared,"(40.695786, -73.294734)"
925,Good Samaritan Hospital Medical Center,CRE Admission Prevalence Rate- all body sites,2014,19,,"27,010",0.7,,,"# admission prevalent CRE infections per 1,000 admissions",Not compared,"(40.695786, -73.294734)"
925,Good Samaritan Hospital Medical Center,CLABSI Pediatric ICU,2014,0,0.06,98,0,0,30.57,# CLABSI per 1000 line days,Not significantly different than NYS 2014 average,"(40.695786, -73.294734)"
925,Good Samaritan Hospital Medical Center,CLABSI Overall Standardized Infection Ratio,2014,7,5.58,,1.25,0.5,2.58,,Not significantly different than NYS 2014 average,"(40.695786, -73.294734)"
925,Good Samaritan Hospital Medical Center,CLABSI Neonatal ICU Level 3,2014,2,0.97,796,2.6,0.32,9.4,# CLABSI per 1000 line days,Not significantly different than NYS 2014 average,"(40.695786, -73.294734)"
925,Good Samaritan Hospital Medical Center,CLABSI Medical ICU,2014,5,4.1,"3,894",1.28,0.42,3,# CLABSI per 1000 line days,Not significantly different than NYS 2014 average,"(40.695786, -73.294734)"
925,Good Samaritan Hospital Medical Center,CLABSI Cardiothoracic ICU,2014,0,0.45,808,0,0,3.71,# CLABSI per 1000 line days,Not significantly different than NYS 2014 average,"(40.695786, -73.294734)"
925,Good Samaritan Hospital Medical Center,CDI Possibly-My-Hospital Associated,2014,30,,"120,127",2.5,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(40.695786, -73.294734)"
925,Good Samaritan Hospital Medical Center,CDI Hospital Onset,2014,125,111.91,"76,312",11.86,9.31,14.88,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2014 average,"(40.695786, -73.294734)"
925,Good Samaritan Hospital Medical Center,CDI Community Onset Not-My-Hospital,2014,80,,"24,308",0.33,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(40.695786, -73.294734)"
938,Peconic Bay Medical Center,SSI Overall Standardized Infection Ratio,2014,7,10.9,,0.64,0.26,1.32,,Not significantly different than NYS 2014 average,"(40.933663, -72.6743)"
938,Peconic Bay Medical Center,SSI Hysterectomy,2014,1,0.52,34,2.58,0.07,14.38,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(40.933663, -72.6743)"
938,Peconic Bay Medical Center,SSI Hip,2014,5,4.89,371,0.98,0.32,2.28,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(40.933663, -72.6743)"
938,Peconic Bay Medical Center,SSI Colon,2014,1,5.49,80,1.22,0.03,6.77,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(40.933663, -72.6743)"
938,Peconic Bay Medical Center,CRE Hospital Onset Infection Rate- Bloodstream Infections,2014,0,,"29,030",0,,,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(40.933663, -72.6743)"
938,Peconic Bay Medical Center,CRE Hospital Onset Infection Rate- all body sites,2014,1,,"29,030",0.34,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(40.933663, -72.6743)"
938,Peconic Bay Medical Center,CRE Admission Prevalence Rate- Bloodstream Infections,2014,0,,"6,662",0,,,"# admission prevalent CRE BSIs per 1,000 admissions",Not compared,"(40.933663, -72.6743)"
938,Peconic Bay Medical Center,CRE Admission Prevalence Rate- all body sites,2014,0,,"6,662",0,,,"# admission prevalent CRE infections per 1,000 admissions",Not compared,"(40.933663, -72.6743)"
938,Peconic Bay Medical Center,CLABSI Overall Standardized Infection Ratio,2014,1,0.48,,2.08,0.05,11.59,,Not significantly different than NYS 2014 average,"(40.933663, -72.6743)"
938,Peconic Bay Medical Center,CLABSI Medical Surgical ICU,2014,1,0.48,559,1.79,0.05,9.97,# CLABSI per 1000 line days,Not significantly different than NYS 2014 average,"(40.933663, -72.6743)"
938,Peconic Bay Medical Center,CDI Possibly-My-Hospital Associated,2014,3,,"29,030",1.03,,,"# possibly-my-hospital cases per 10,000 patient days, not risk-adjusted",Not compared,"(40.933663, -72.6743)"
938,Peconic Bay Medical Center,CDI Hospital Onset,2014,26,22.36,"17,114",12.35,7,20.07,"# hospital onset cases per 10,000 patient days at risk, risk-adjusted",Not significantly different than NYS 2014 average,"(40.933663, -72.6743)"
938,Peconic Bay Medical Center,CDI Community Onset Not-My-Hospital,2014,24,,"6,662",0.36,,,"# community onset not-my-hospital cases per 100 admissions, not risk-adjusted",Not compared,"(40.933663, -72.6743)"
943,St Catherine of Siena Hospital,SSI Overall Standardized Infection Ratio,2014,3,5.83,,0.51,0.11,1.5,,Not significantly different than NYS 2014 average,"(40.867522, -73.220213)"
943,St Catherine of Siena Hospital,SSI Hysterectomy,2014,1,0.56,54,2.4,0.06,13.4,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(40.867522, -73.220213)"
943,St Catherine of Siena Hospital,SSI Hip,2014,0,0.78,99,0,0,3.66,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(40.867522, -73.220213)"
943,St Catherine of Siena Hospital,SSI Colon,2014,2,4.5,68,2.97,0.36,10.72,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2014 average,"(40.867522, -73.220213)"
943,St Catherine of Siena Hospital,CRE Hospital Onset Infection Rate- Bloodstream Infections,2014,1,,"68,978",0.14,,,"# hospital onset blood stream CRE infections per 10,000 patient days",Not compared,"(40.867522, -73.220213)"
943,St Catherine of Siena Hospital,CRE Hospital Onset Infection Rate- all body sites,2014,5,,"68,978",0.72,,,"# hospital onset CRE infections per 10,000 patient days",Not compared,"(40.867522, -73.220213)"
943,St Catherine of Siena Hospital,CRE Admission Prevalence Rate- Bloodstream Infections,2014,1,,"11,578",0.09,,,"# admission prevalent CRE BSIs per 1,000 admissions",Not compared,"(40.867522, -73.220213)"
943,St Catherine of Siena Hospital,CRE Admission Prevalence Rate- all body sites,2014,13,,"11,578",1.12,,,"# admission prevalent CRE infections per 1,000 admissions",Not compared,"(40.867522, -73.220213)"
943,St Catherine of Siena Hospital,CLABSI Overall Standardized Infection Ratio,2014,2,1.77,,1.13,0.14,4.07,,Not significantly different than NYS 2014 average,"(40.867522, -73.220213)"
943,St Catherine of Siena Hospital,CLABSI Medical Surgical ICU,2014,2,0.98,"1,141",1.75,0.21,6.33,# CLABSI per 1000 line days,Not significantly different than NYS 2014 average,"(40.867522, -73.220213)"
943,St Catherine of Siena Hospital,CLABSI Coronary ICU,2014,0,0.79,981,0,0,3.05,# CLABSI per 1000 line days,Not significantly different than NYS 2014 average,"(40.867522, -73.220213)"
